agent_id,year,month,ape_target_usd
4,2024,3,2015.81
4,2024,4,1832.34
4,2024,5,1918.99
4,2024,6,1827.35
4,2024,7,2174.35
4,2024,8,2098.79
4,2024,9,1937.07
4,2024,10,2040.93
4,2024,11,2080.75
4,2024,12,2193.79
4,2025,1,1874.32
4,2025,2,2119.17
4,2025,3,1826.98
4,2025,4,2121.04
4,2025,5,2133.13
4,2025,6,2154.11
4,2025,7,2099.44
4,2025,8,2149.22
4,2025,9,2122.87
4,2025,10,2140.7
4,2025,11,1953.13
4,2025,12,1876.66
5,2023,1,735.54
5,2023,2,809.92
5,2023,3,795.54
5,2023,4,862.36
5,2023,5,758.89
5,2023,6,736.57
5,2023,7,874.45
5,2023,8,824.08
5,2023,9,827.64
5,2023,10,786.33
5,2023,11,862.8
5,2023,12,730.9
5,2024,1,772.54
5,2024,2,722.78
5,2024,3,803.82
5,2024,4,769.2
5,2024,5,796.7
5,2024,6,857.15
5,2024,7,814.31
5,2024,8,875.28
5,2024,9,724.85
5,2024,10,879.24
5,2024,11,838.09
5,2024,12,729.44
5,2025,1,851.01
5,2025,2,816.75
5,2025,3,761.44
5,2025,4,837.4
5,2025,5,786.73
5,2025,6,784.48
5,2025,7,764.26
5,2025,8,768.86
5,2025,9,765.33
5,2025,10,731.42
5,2025,11,747.17
5,2025,12,879.49
6,2023,1,771.7
6,2023,2,767.28
6,2023,3,869.31
6,2023,4,867.93
6,2023,5,874.36
6,2023,6,870.73
6,2023,7,737.78
6,2023,8,820.77
6,2023,9,791.63
6,2023,10,799.92
6,2023,11,736.96
6,2023,12,778.48
6,2024,1,763.97
6,2024,2,814.87
6,2024,3,846.73
6,2024,4,839.43
6,2024,5,838.48
6,2024,6,793.58
6,2024,7,865.29
6,2024,8,876.7
6,2024,9,789.46
6,2024,10,782.71
6,2024,11,835.46
6,2024,12,793.58
6,2025,1,731.51
6,2025,2,799.0
6,2025,3,863.67
6,2025,4,855.3
6,2025,5,817.52
6,2025,6,827.68
6,2025,7,822.72
6,2025,8,843.31
6,2025,9,760.76
6,2025,10,879.6
6,2025,11,826.19
6,2025,12,782.1
7,2023,1,735.73
7,2023,2,791.59
7,2023,3,762.73
7,2023,4,792.0
7,2023,5,834.49
7,2023,6,846.47
7,2023,7,854.23
7,2023,8,871.52
7,2023,9,818.59
7,2023,10,760.93
7,2023,11,786.76
7,2023,12,758.37
7,2024,1,763.88
7,2024,2,780.72
7,2024,3,854.86
7,2024,4,853.14
7,2024,5,747.52
7,2024,6,855.06
7,2024,7,872.78
7,2024,8,734.62
7,2024,9,742.35
7,2024,10,744.73
7,2024,11,800.44
7,2024,12,821.77
7,2025,1,777.3
7,2025,2,769.3
7,2025,3,804.03
7,2025,4,879.99
7,2025,5,847.48
7,2025,6,748.1
7,2025,7,796.27
7,2025,8,871.97
7,2025,9,830.32
7,2025,10,731.29
7,2025,11,742.94
7,2025,12,811.56
8,2023,1,1913.55
8,2023,2,1901.3
8,2023,3,1866.01
8,2023,4,1829.02
8,2023,5,1901.0
8,2023,6,2053.42
8,2023,7,2062.12
8,2023,8,1969.82
8,2023,9,1824.06
8,2023,10,2095.23
8,2023,11,2118.11
8,2023,12,2138.53
8,2024,1,1924.15
8,2024,2,1960.41
8,2024,3,1809.78
8,2024,4,2140.1
8,2024,5,1954.05
8,2024,6,1881.1
8,2024,7,2174.52
8,2024,8,2069.89
8,2024,9,2151.53
8,2024,10,1952.31
8,2024,11,2020.82
8,2024,12,2145.29
8,2025,1,1838.67
8,2025,2,2139.17
8,2025,3,1900.96
8,2025,4,2039.89
8,2025,5,1964.89
8,2025,6,2161.71
8,2025,7,2056.57
8,2025,8,1815.56
8,2025,9,2111.37
8,2025,10,2182.69
8,2025,11,2136.0
8,2025,12,1956.09
9,2023,1,2014.66
9,2023,2,2069.32
9,2023,3,1811.74
9,2023,4,1826.5
9,2023,5,2165.19
9,2023,6,1880.56
9,2023,7,1876.51
9,2023,8,2110.1
9,2023,9,1805.66
9,2023,10,1943.01
9,2023,11,1934.49
9,2023,12,1835.01
9,2024,1,2084.44
9,2024,2,2059.09
9,2024,3,1832.04
9,2024,4,2124.62
9,2024,5,1884.43
9,2024,6,2153.09
9,2024,7,2194.97
9,2024,8,2168.5
9,2024,9,2176.02
9,2024,10,2068.14
9,2024,11,1922.57
9,2024,12,1809.25
9,2025,1,2177.8
9,2025,2,2122.71
9,2025,3,1867.89
9,2025,4,2025.79
9,2025,5,1931.02
9,2025,6,1949.48
9,2025,7,2027.75
9,2025,8,1931.05
9,2025,9,2041.25
9,2025,10,2016.58
9,2025,11,2026.61
9,2025,12,2188.95
10,2023,1,866.17
10,2023,2,786.92
10,2023,3,822.52
10,2023,4,721.46
10,2023,5,762.79
10,2023,6,773.92
10,2023,7,781.45
10,2023,8,755.73
10,2023,9,812.36
10,2023,10,853.71
10,2023,11,727.88
10,2023,12,774.62
10,2024,1,843.32
10,2024,2,813.19
10,2024,3,785.07
10,2024,4,826.06
10,2024,5,762.75
10,2024,6,841.68
10,2024,7,758.12
10,2024,8,812.11
10,2024,9,861.76
10,2024,10,741.31
10,2024,11,840.58
10,2024,12,761.58
10,2025,1,749.75
10,2025,2,876.85
10,2025,3,802.99
10,2025,4,740.42
10,2025,5,798.64
10,2025,6,771.44
10,2025,7,877.75
10,2025,8,871.19
10,2025,9,838.25
10,2025,10,725.56
10,2025,11,854.42
10,2025,12,726.74
11,2023,1,1807.22
11,2023,2,1999.27
11,2023,3,2102.88
11,2023,4,1875.27
11,2023,5,2052.46
11,2023,6,1953.12
11,2023,7,1945.8
11,2023,8,1951.1
11,2023,9,1995.56
11,2023,10,1983.55
11,2023,11,2191.4
11,2023,12,2029.72
11,2024,1,2116.82
11,2024,2,1985.34
11,2024,3,1828.95
11,2024,4,1915.71
11,2024,5,1898.61
11,2024,6,2084.74
11,2024,7,1826.05
11,2024,8,2083.69
11,2024,9,2198.87
11,2024,10,2002.02
11,2024,11,2078.81
11,2024,12,1999.55
11,2025,1,2041.72
11,2025,2,1880.19
11,2025,3,1991.41
11,2025,4,2084.59
11,2025,5,2085.05
11,2025,6,1832.42
11,2025,7,2152.84
11,2025,8,1839.39
11,2025,9,1976.21
11,2025,10,2136.63
11,2025,11,2007.34
11,2025,12,1851.57
12,2023,1,2149.61
12,2023,2,2016.42
12,2023,3,2134.32
12,2023,4,2119.62
12,2023,5,1973.5
12,2023,6,1852.91
12,2023,7,1918.18
12,2023,8,1879.28
12,2023,9,2067.77
12,2023,10,2045.11
12,2023,11,2172.33
12,2023,12,2039.77
12,2024,1,1939.12
12,2024,2,2067.57
12,2024,3,1952.16
12,2024,4,1898.0
12,2024,5,2136.92
12,2024,6,2087.39
12,2024,7,2109.06
12,2024,8,1975.95
12,2024,9,1829.39
12,2024,10,2097.32
12,2024,11,1931.9
12,2024,12,2164.12
12,2025,1,1905.79
12,2025,2,1871.94
12,2025,3,2172.83
12,2025,4,2092.67
12,2025,5,1846.19
12,2025,6,2091.24
12,2025,7,2051.78
12,2025,8,1887.1
12,2025,9,2170.12
12,2025,10,2120.88
12,2025,11,2135.03
12,2025,12,2142.03
13,2023,1,2176.02
13,2023,2,2121.08
13,2023,3,1859.22
13,2023,4,1986.87
13,2023,5,1970.16
13,2023,6,2162.99
13,2023,7,2087.63
13,2023,8,2001.34
13,2023,9,1899.08
13,2023,10,1978.0
13,2023,11,2103.29
13,2023,12,2090.12
13,2024,1,1923.27
13,2024,2,1838.14
13,2024,3,1909.44
13,2024,4,1876.05
13,2024,5,1969.18
13,2024,6,1901.52
13,2024,7,1902.12
13,2024,8,2163.71
13,2024,9,2027.86
13,2024,10,1864.76
13,2024,11,2052.14
13,2024,12,1960.09
13,2025,1,2176.01
13,2025,2,2094.11
13,2025,3,2050.93
13,2025,4,1818.6
13,2025,5,2029.83
13,2025,6,1983.22
13,2025,7,2095.22
13,2025,8,2029.35
13,2025,9,1899.85
13,2025,10,2040.44
13,2025,11,1975.69
13,2025,12,2061.31
14,2023,1,740.11
14,2023,2,850.5
14,2023,3,746.4
14,2023,4,836.78
14,2023,5,803.99
14,2023,6,834.67
14,2023,7,796.45
14,2023,8,735.29
14,2023,9,828.27
14,2023,10,852.91
14,2023,11,756.38
14,2023,12,768.6
14,2024,1,810.87
14,2024,2,804.8
14,2024,3,731.99
14,2024,4,801.9
14,2024,5,744.78
14,2024,6,866.71
14,2024,7,853.29
14,2024,8,743.91
14,2024,9,756.58
14,2024,10,728.45
14,2024,11,803.52
14,2024,12,776.56
14,2025,1,827.34
14,2025,2,823.39
14,2025,3,744.2
14,2025,4,867.47
14,2025,5,826.57
14,2025,6,878.84
14,2025,7,872.95
14,2025,8,829.69
14,2025,9,817.53
14,2025,10,771.38
14,2025,11,858.55
14,2025,12,761.42
15,2023,1,1874.44
15,2023,2,2164.19
15,2023,3,2018.43
15,2023,4,1913.49
15,2023,5,1998.14
15,2023,6,1850.99
15,2023,7,2048.38
15,2023,8,2104.98
15,2023,9,1867.48
15,2023,10,2106.7
15,2023,11,1806.66
15,2023,12,1843.28
15,2024,1,1997.04
15,2024,2,2099.27
15,2024,3,2123.1
15,2024,4,2122.27
15,2024,5,2143.12
15,2024,6,1854.14
15,2024,7,2020.78
15,2024,8,1929.77
15,2024,9,2077.14
15,2024,10,1878.67
15,2024,11,1851.52
15,2024,12,2196.61
15,2025,1,1806.99
15,2025,2,2194.13
15,2025,3,2094.68
15,2025,4,2135.96
15,2025,5,1845.43
15,2025,6,1976.52
15,2025,7,2055.71
15,2025,8,2020.72
15,2025,9,1912.01
15,2025,10,2181.77
15,2025,11,2169.09
15,2025,12,1876.0
16,2023,1,849.35
16,2023,2,848.51
16,2023,3,758.28
16,2023,4,873.56
16,2023,5,809.4
16,2023,6,816.91
16,2023,7,826.21
16,2023,8,748.07
16,2023,9,835.74
16,2023,10,797.48
16,2023,11,812.41
16,2023,12,753.93
16,2024,1,777.02
16,2024,2,728.0
16,2024,3,765.18
16,2024,4,809.5
16,2024,5,743.01
16,2024,6,732.22
16,2024,7,796.47
16,2024,8,762.4
16,2024,9,785.42
16,2024,10,857.91
16,2024,11,840.45
16,2024,12,819.25
16,2025,1,768.9
16,2025,2,872.3
16,2025,3,807.95
16,2025,4,790.67
16,2025,5,794.38
16,2025,6,831.99
16,2025,7,834.73
16,2025,8,838.87
16,2025,9,759.23
16,2025,10,725.58
16,2025,11,871.56
16,2025,12,743.01
17,2023,1,830.23
17,2023,2,867.38
17,2023,3,817.63
17,2023,4,847.87
17,2023,5,856.14
17,2023,6,794.9
17,2023,7,838.26
17,2023,8,768.27
17,2023,9,787.62
17,2023,10,803.25
17,2023,11,748.93
17,2023,12,794.05
17,2024,1,828.94
17,2024,2,777.55
17,2024,3,840.32
17,2024,4,799.23
17,2024,5,769.13
17,2024,6,777.32
17,2024,7,773.95
17,2024,8,758.29
17,2024,9,876.32
17,2024,10,826.01
17,2024,11,737.54
17,2024,12,811.99
17,2025,1,809.2
17,2025,2,783.07
17,2025,3,786.5
17,2025,4,835.17
17,2025,5,870.22
17,2025,6,790.99
17,2025,7,817.14
17,2025,8,827.33
17,2025,9,722.0
17,2025,10,851.03
17,2025,11,833.81
17,2025,12,795.09
18,2023,1,2077.73
18,2023,2,1977.42
18,2023,3,2073.72
18,2023,4,2130.95
18,2023,5,1909.3
18,2023,6,1977.16
18,2023,7,2074.79
18,2023,8,1815.79
18,2023,9,2099.83
18,2023,10,2151.08
18,2023,11,2160.05
18,2023,12,1820.79
18,2024,1,2147.37
18,2024,2,1964.69
18,2024,3,2158.54
18,2024,4,2027.39
18,2024,5,1914.49
18,2024,6,2088.78
18,2024,7,2072.89
18,2024,8,2130.87
18,2024,9,2005.09
18,2024,10,1833.24
18,2024,11,2117.13
18,2024,12,1878.82
18,2025,1,1996.77
18,2025,2,1862.18
18,2025,3,2009.22
18,2025,4,1985.14
18,2025,5,2047.83
18,2025,6,2059.14
18,2025,7,2002.8
18,2025,8,1897.1
18,2025,9,1831.99
18,2025,10,1921.24
18,2025,11,2068.31
18,2025,12,2039.45
19,2023,1,1889.84
19,2023,2,2042.19
19,2023,3,2118.24
19,2023,4,1852.83
19,2023,5,1957.96
19,2023,6,1848.86
19,2023,7,2147.67
19,2023,8,2167.36
19,2023,9,2039.36
19,2023,10,1935.79
19,2023,11,2085.65
19,2023,12,2104.31
19,2024,1,2199.39
19,2024,2,1910.82
19,2024,3,2078.74
19,2024,4,1976.27
19,2024,5,2118.94
19,2024,6,2115.51
19,2024,7,2095.86
19,2024,8,2137.96
19,2024,9,2098.65
19,2024,10,2014.68
19,2024,11,1822.06
19,2024,12,2101.14
19,2025,1,1991.29
19,2025,2,1943.75
19,2025,3,2180.25
19,2025,4,1993.34
19,2025,5,1835.03
19,2025,6,2169.69
19,2025,7,1913.51
19,2025,8,1865.17
19,2025,9,1960.3
19,2025,10,2132.8
19,2025,11,2092.33
19,2025,12,1974.77
20,2023,1,782.57
20,2023,2,849.13
20,2023,3,763.88
20,2023,4,756.74
20,2023,5,865.3
20,2023,6,878.48
20,2023,7,792.92
20,2023,8,846.76
20,2023,9,803.5
20,2023,10,777.13
20,2023,11,760.84
20,2023,12,841.64
20,2024,1,740.6
20,2024,2,781.04
20,2024,3,843.95
20,2024,4,797.7
20,2024,5,793.29
20,2024,6,791.68
20,2024,7,722.86
20,2024,8,741.45
20,2024,9,867.22
20,2024,10,727.21
20,2024,11,736.42
20,2024,12,777.56
20,2025,1,802.21
20,2025,2,792.0
20,2025,3,779.47
20,2025,4,876.15
20,2025,5,799.52
20,2025,6,851.7
20,2025,7,816.73
20,2025,8,741.26
20,2025,9,725.77
20,2025,10,865.57
20,2025,11,854.4
20,2025,12,731.47
21,2023,1,3988.03
21,2023,2,4124.15
21,2023,3,3668.53
21,2023,4,4040.85
21,2023,5,4329.61
21,2023,6,3965.32
21,2023,7,4075.62
21,2023,8,3807.62
21,2023,9,4172.69
21,2023,10,3773.04
21,2023,11,4346.78
21,2023,12,4373.17
21,2024,1,3653.38
21,2024,2,3645.1
21,2024,3,4325.99
21,2024,4,3987.43
21,2024,5,3793.77
21,2024,6,4254.08
21,2024,7,3679.96
21,2024,8,4151.18
21,2024,9,4071.85
21,2024,10,4325.81
21,2024,11,3953.65
21,2024,12,4202.46
21,2025,1,4388.61
21,2025,2,4194.33
21,2025,3,3776.21
21,2025,4,3921.55
21,2025,5,4248.36
21,2025,6,3613.05
21,2025,7,4371.05
21,2025,8,4195.75
21,2025,9,3947.82
21,2025,10,4328.02
21,2025,11,4376.28
21,2025,12,4297.48
22,2023,1,753.94
22,2023,2,767.31
22,2023,3,864.32
22,2023,4,783.22
22,2023,5,760.17
22,2023,6,847.92
22,2023,7,856.8
22,2023,8,856.72
22,2023,9,741.14
22,2023,10,863.73
22,2023,11,750.77
22,2023,12,840.71
22,2024,1,772.9
22,2024,2,817.85
22,2024,3,807.81
22,2024,4,870.19
22,2024,5,799.71
22,2024,6,777.49
22,2024,7,788.19
22,2024,8,788.92
22,2024,9,729.23
22,2024,10,849.89
22,2024,11,752.35
22,2024,12,790.96
22,2025,1,827.9
22,2025,2,875.8
22,2025,3,848.41
22,2025,4,758.96
22,2025,5,734.17
22,2025,6,746.08
22,2025,7,861.13
22,2025,8,729.16
22,2025,9,860.73
22,2025,10,721.66
22,2025,11,809.92
22,2025,12,877.81
23,2023,1,1984.42
23,2023,2,2083.27
23,2023,3,1879.97
23,2023,4,1910.31
23,2023,5,2008.36
23,2023,6,2172.87
23,2023,7,2156.96
23,2023,8,1985.69
23,2023,9,1989.49
23,2023,10,2104.14
23,2023,11,2177.78
23,2023,12,1890.5
23,2024,1,1916.04
23,2024,2,1875.58
23,2024,3,1929.83
23,2024,4,1888.76
23,2024,5,2036.75
23,2024,6,2020.64
23,2024,7,1926.89
23,2024,8,1959.28
23,2024,9,2000.63
23,2024,10,1877.15
23,2024,11,2135.31
23,2024,12,1805.82
23,2025,1,1817.56
23,2025,2,1862.63
23,2025,3,1959.38
23,2025,4,2003.48
23,2025,5,1964.07
23,2025,6,1994.72
23,2025,7,1947.0
23,2025,8,1907.76
23,2025,9,1959.7
23,2025,10,1804.49
23,2025,11,2181.0
23,2025,12,2026.77
24,2023,1,3622.26
24,2023,2,3974.31
24,2023,3,4306.08
24,2023,4,4201.89
24,2023,5,4189.3
24,2023,6,3623.6
24,2023,7,4184.97
24,2023,8,4301.93
24,2023,9,4113.13
24,2023,10,3778.87
24,2023,11,3710.73
24,2023,12,4079.75
24,2024,1,4315.49
24,2024,2,4040.25
24,2024,3,3813.62
24,2024,4,3787.0
24,2024,5,3679.92
24,2024,6,4114.63
24,2024,7,4016.66
24,2024,8,3978.95
24,2024,9,4242.71
24,2024,10,3974.06
24,2024,11,3733.48
24,2024,12,4366.52
24,2025,1,3814.16
24,2025,2,4230.64
24,2025,3,4259.53
24,2025,4,3669.67
24,2025,5,4101.7
24,2025,6,4302.91
24,2025,7,3942.8
24,2025,8,3918.72
24,2025,9,3865.19
24,2025,10,4013.7
24,2025,11,3802.03
24,2025,12,4070.13
25,2023,1,740.0
25,2023,2,733.24
25,2023,3,772.67
25,2023,4,761.57
25,2023,5,848.35
25,2023,6,858.53
25,2023,7,757.65
25,2023,8,802.04
25,2023,9,729.66
25,2023,10,746.28
25,2023,11,772.36
25,2023,12,842.13
25,2024,1,860.78
25,2024,2,734.53
25,2024,3,727.29
25,2024,4,822.71
25,2024,5,812.3
25,2024,6,744.16
25,2024,7,824.12
25,2024,8,780.58
25,2024,9,781.62
25,2024,10,776.03
25,2024,11,742.27
25,2024,12,878.56
25,2025,1,749.02
25,2025,2,825.36
25,2025,3,789.86
25,2025,4,747.97
25,2025,5,830.34
25,2025,6,863.34
25,2025,7,731.28
25,2025,8,812.85
25,2025,9,865.46
25,2025,10,788.95
25,2025,11,735.11
25,2025,12,874.03
26,2023,1,4340.3
26,2023,2,4194.64
26,2023,3,4351.28
26,2023,4,3932.13
26,2023,5,3791.44
26,2023,6,3850.9
26,2023,7,3855.54
26,2023,8,4289.6
26,2023,9,3982.78
26,2023,10,3864.91
26,2023,11,4206.48
26,2023,12,4198.87
26,2024,1,4221.06
26,2024,2,4002.99
26,2024,3,3990.25
26,2024,4,3925.98
26,2024,5,3770.66
26,2024,6,3744.56
26,2024,7,4246.25
26,2024,8,3762.06
26,2024,9,3766.22
26,2024,10,4191.87
26,2024,11,4131.13
26,2024,12,3791.63
26,2025,1,3949.4
26,2025,2,3989.48
26,2025,3,4167.27
26,2025,4,3975.58
26,2025,5,3669.76
26,2025,6,3666.21
26,2025,7,4006.69
26,2025,8,3722.66
26,2025,9,4296.29
26,2025,10,3604.11
26,2025,11,4196.01
26,2025,12,3602.2
27,2023,1,776.5
27,2023,2,850.43
27,2023,3,816.63
27,2023,4,844.49
27,2023,5,855.19
27,2023,6,748.15
27,2023,7,752.75
27,2023,8,834.77
27,2023,9,729.87
27,2023,10,843.59
27,2023,11,753.24
27,2023,12,807.0
27,2024,1,747.41
27,2024,2,778.94
27,2024,3,773.14
27,2024,4,741.75
27,2024,5,868.64
27,2024,6,823.02
27,2024,7,790.47
27,2024,8,843.2
27,2024,9,750.83
27,2024,10,764.41
27,2024,11,839.2
27,2024,12,822.7
27,2025,1,865.19
27,2025,2,796.34
27,2025,3,769.88
27,2025,4,834.96
27,2025,5,757.47
27,2025,6,796.21
27,2025,7,817.31
27,2025,8,751.28
27,2025,9,852.3
27,2025,10,844.94
27,2025,11,775.75
27,2025,12,836.81
28,2023,1,4100.85
28,2023,2,3962.74
28,2023,3,3642.66
28,2023,4,3922.26
28,2023,5,3623.16
28,2023,6,3971.17
28,2023,7,3720.37
28,2023,8,3791.24
28,2023,9,4021.98
28,2023,10,3763.56
28,2023,11,4065.8
28,2023,12,3980.42
28,2024,1,3934.47
28,2024,2,4097.64
28,2024,3,3675.47
28,2024,4,3688.46
28,2024,5,4302.91
28,2024,6,3675.08
28,2024,7,4215.21
28,2024,8,3797.21
28,2024,9,3905.24
28,2024,10,4169.26
28,2024,11,4083.82
28,2024,12,3821.6
28,2025,1,4217.36
28,2025,2,3723.14
28,2025,3,3959.85
28,2025,4,4360.67
28,2025,5,4046.16
28,2025,6,3662.68
28,2025,7,4289.78
28,2025,8,3842.09
28,2025,9,3781.58
28,2025,10,3919.38
28,2025,11,3687.56
28,2025,12,3686.82
29,2023,1,4283.01
29,2023,2,3643.8
29,2023,3,4369.5
29,2023,4,3991.57
29,2023,5,4392.18
29,2023,6,3888.83
29,2023,7,4028.29
29,2023,8,3663.61
29,2023,9,3929.95
29,2023,10,3997.3
29,2023,11,3844.24
29,2023,12,3704.05
29,2024,1,4179.13
29,2024,2,3893.34
29,2024,3,3677.03
29,2024,4,4068.54
29,2024,5,4253.96
29,2024,6,3961.33
29,2024,7,3927.67
29,2024,8,3867.65
29,2024,9,4171.53
29,2024,10,3717.03
29,2024,11,3927.39
29,2024,12,3953.72
29,2025,1,3686.69
29,2025,2,3814.6
29,2025,3,3816.6
29,2025,4,3787.48
29,2025,5,4006.99
29,2025,6,3858.09
29,2025,7,3811.45
29,2025,8,3621.9
29,2025,9,4216.9
29,2025,10,4052.23
29,2025,11,4103.16
29,2025,12,3940.55
30,2023,1,722.7
30,2023,2,811.46
30,2023,3,800.71
30,2023,4,831.78
30,2023,5,801.32
30,2023,6,803.96
30,2023,7,751.25
30,2023,8,749.58
30,2023,9,768.6
30,2023,10,825.63
30,2023,11,845.82
30,2023,12,875.84
30,2024,1,733.93
30,2024,2,824.73
30,2024,3,820.41
30,2024,4,745.31
30,2024,5,863.19
30,2024,6,754.68
30,2024,7,851.25
30,2024,8,874.4
30,2024,9,801.01
30,2024,10,792.53
30,2024,11,798.11
30,2024,12,836.72
30,2025,1,851.23
30,2025,2,752.31
30,2025,3,875.41
30,2025,4,770.44
30,2025,5,722.14
30,2025,6,775.63
30,2025,7,796.33
30,2025,8,759.61
30,2025,9,869.51
30,2025,10,831.92
30,2025,11,861.33
30,2025,12,724.29
31,2023,1,851.34
31,2023,2,870.52
31,2023,3,750.4
31,2023,4,813.75
31,2023,5,804.66
31,2023,6,801.71
31,2023,7,784.88
31,2023,8,720.32
31,2023,9,761.89
31,2023,10,724.37
31,2023,11,766.45
31,2023,12,815.09
31,2024,1,800.1
31,2024,2,803.88
31,2024,3,871.56
31,2024,4,784.69
31,2024,5,736.15
31,2024,6,835.47
31,2024,7,752.67
31,2024,8,796.05
31,2024,9,785.63
31,2024,10,752.26
31,2024,11,827.34
31,2024,12,828.95
31,2025,1,759.44
31,2025,2,859.8
31,2025,3,763.33
31,2025,4,794.06
31,2025,5,847.92
31,2025,6,877.61
31,2025,7,848.2
31,2025,8,865.85
31,2025,9,798.13
31,2025,10,808.98
31,2025,11,822.3
31,2025,12,795.05
32,2023,1,3810.46
32,2023,2,3638.49
32,2023,3,4028.01
32,2023,4,3833.23
32,2023,5,4173.07
32,2023,6,4216.01
32,2023,7,3610.87
32,2023,8,4095.27
32,2023,9,4352.48
32,2023,10,4226.57
32,2023,11,3853.36
32,2023,12,4357.13
32,2024,1,3902.36
32,2024,2,4175.3
32,2024,3,3908.86
32,2024,4,4326.37
32,2024,5,3641.02
32,2024,6,3606.26
32,2024,7,4050.68
32,2024,8,3718.23
32,2024,9,4353.98
32,2024,10,4048.1
32,2024,11,4019.87
32,2024,12,3770.38
32,2025,1,3715.24
32,2025,2,3774.03
32,2025,3,3611.62
32,2025,4,4279.1
32,2025,5,4235.4
32,2025,6,4389.59
32,2025,7,4007.32
32,2025,8,3639.32
32,2025,9,4146.08
32,2025,10,3728.67
32,2025,11,4113.1
32,2025,12,4154.68
33,2023,1,821.66
33,2023,2,747.44
33,2023,3,743.79
33,2023,4,738.76
33,2023,5,736.76
33,2023,6,746.27
33,2023,7,784.26
33,2023,8,790.71
33,2023,9,779.81
33,2023,10,755.49
33,2023,11,806.61
33,2023,12,795.56
33,2024,1,753.23
33,2024,2,863.41
33,2024,3,796.26
33,2024,4,841.31
33,2024,5,833.01
33,2024,6,801.23
33,2024,7,827.53
33,2024,8,879.89
33,2024,9,757.9
33,2024,10,860.39
33,2024,11,783.75
33,2024,12,833.37
33,2025,1,860.45
33,2025,2,845.29
33,2025,3,865.62
33,2025,4,818.3
33,2025,5,808.32
33,2025,6,855.65
33,2025,7,862.81
33,2025,8,742.06
33,2025,9,879.27
33,2025,10,844.15
33,2025,11,760.83
33,2025,12,792.79
34,2023,1,2114.59
34,2023,2,2042.65
34,2023,3,1878.97
34,2023,4,1968.03
34,2023,5,1884.84
34,2023,6,1882.4
34,2023,7,2070.32
34,2023,8,2108.34
34,2023,9,2157.08
34,2023,10,2121.32
34,2023,11,1947.57
34,2023,12,2126.72
34,2024,1,1981.92
34,2024,2,1861.84
34,2024,3,2029.83
34,2024,4,1949.77
34,2024,5,2066.07
34,2024,6,1900.74
34,2024,7,1855.31
34,2024,8,1849.69
34,2024,9,1908.17
34,2024,10,1937.46
34,2024,11,2192.42
34,2024,12,1938.4
34,2025,1,1848.04
34,2025,2,1993.82
34,2025,3,2163.85
34,2025,4,1810.63
34,2025,5,2198.88
34,2025,6,2152.52
34,2025,7,2124.11
34,2025,8,2023.51
34,2025,9,1839.46
34,2025,10,2001.0
34,2025,11,2056.47
34,2025,12,2130.75
35,2023,1,2104.07
35,2023,2,1862.25
35,2023,3,1815.64
35,2023,4,2010.37
35,2023,5,2150.33
35,2023,6,2013.2
35,2023,7,2141.61
35,2023,8,2193.15
35,2023,9,1814.29
35,2023,10,2058.88
35,2023,11,2185.74
35,2023,12,2027.09
35,2024,1,2021.24
35,2024,2,2013.6
35,2024,3,2176.73
35,2024,4,1826.44
35,2024,5,1825.85
35,2024,6,1814.4
35,2024,7,2138.55
35,2024,8,2068.56
