policy_id,agent_id,product_id,issue_date_key,renewal_due_date_key,renewal_status,premium_usd
180,5,6,20231008,20241007,renewed,6454.79
181,5,3,20230403,20240402,lapsed,872.8
182,5,2,20230815,20240814,renewed,2111.47
183,5,4,20240222,20250221,renewed,2105.97
184,5,3,20231015,20241014,renewed,1415.85
185,5,4,20240727,20250727,lapsed,590.82
186,5,5,20231010,20241009,grace,838.58
187,5,2,20231129,20241128,lapsed,3217.11
188,5,1,20240710,20250710,renewed,2646.22
189,5,3,20240927,20250927,renewed,813.56
190,5,1,20230307,20240306,renewed,3112.06
191,5,4,20230421,20240420,renewed,2031.86
192,5,6,20240713,20250713,renewed,2665.78
193,5,4,20240208,20250207,renewed,2281.39
194,5,5,20240618,20250618,lapsed,960.27
195,5,1,20231106,20241105,grace,3499.25
196,5,3,20240521,20250521,renewed,1471.24
197,5,5,20230915,20240914,renewed,833.24
198,5,6,20230612,20240611,renewed,2072.26
199,5,1,20240212,20250211,grace,992.11
200,5,5,20240116,20250115,lapsed,443.99
201,5,2,20231203,20241202,lapsed,2015.84
202,5,5,20240226,20250225,renewed,1022.1
203,5,1,20231125,20241124,lapsed,807.67
204,5,3,20240913,20250913,lapsed,2778.28
205,5,6,20240617,20250617,lapsed,5044.42
206,5,2,20230903,20240902,renewed,2607.15
207,5,1,20230624,20240623,renewed,605.57
208,5,2,20230622,20240621,renewed,2077.02
209,5,2,20240228,20250227,lapsed,672.54
210,5,4,20230824,20240823,lapsed,2854.59
211,5,4,20230501,20240430,renewed,2675.45
212,6,4,20230914,20240913,lapsed,1515.07
213,6,1,20230130,20240130,grace,1256.13
214,6,5,20230220,20240220,renewed,220.29
215,6,4,20230710,20240709,lapsed,393.44
216,6,5,20240401,20250401,lapsed,875.13
217,6,6,20230715,20240714,renewed,618.55
218,6,2,20230515,20240514,lapsed,2363.2
219,6,2,20230730,20240729,lapsed,4564.83
220,6,5,20240212,20250211,renewed,406.58
221,6,1,20240322,20250322,lapsed,2153.86
222,6,1,20241105,20251105,renewed,3578.76
223,6,5,20241113,20251113,renewed,342.69
224,6,6,20231121,20241120,lapsed,2024.64
225,6,4,20231013,20241012,renewed,856.0
226,6,2,20230128,20240128,renewed,2982.84
227,6,1,20230407,20240406,lapsed,2781.81
228,6,3,20230108,20240108,lapsed,1868.77
229,6,2,20241123,20251123,lapsed,2575.61
230,6,4,20230212,20240212,lapsed,2927.69
231,6,1,20230130,20240130,lapsed,3963.68
232,6,3,20230106,20240106,renewed,1759.71
233,6,5,20240820,20250820,grace,1150.57
234,6,6,20230624,20240623,lapsed,1725.57
235,6,4,20240221,20250220,lapsed,2568.71
236,7,5,20231019,20241018,lapsed,493.78
237,7,6,20230726,20240725,renewed,3266.25
238,7,1,20230819,20240818,renewed,2497.62
239,7,3,20231123,20241122,renewed,1555.78
240,7,2,20240613,20250613,renewed,3414.97
241,7,5,20231030,20241029,lapsed,805.07
242,7,6,20241102,20251102,lapsed,6441.13
243,7,2,20230419,20240418,renewed,512.11
244,7,1,20230827,20240826,lapsed,554.6
245,7,2,20230322,20240321,lapsed,2529.51
246,7,3,20240521,20250521,renewed,1046.66
247,7,5,20241117,20251117,grace,458.89
248,7,4,20240208,20250207,renewed,2273.27
249,7,3,20230328,20240327,renewed,1329.18
250,7,4,20231028,20241027,lapsed,1917.85
251,7,4,20240422,20250422,lapsed,541.03
252,7,3,20231121,20241120,renewed,915.14
253,7,2,20240322,20250322,renewed,2047.33
254,7,5,20230625,20240624,lapsed,407.93
255,7,6,20231127,20241126,renewed,6180.41
256,7,2,20240531,20250531,renewed,2766.88
257,7,2,20241031,20251031,renewed,2982.72
258,8,1,20230725,20240724,renewed,1643.77
259,8,6,20230104,20240104,renewed,3088.22
260,8,5,20240626,20250626,renewed,1035.67
261,8,6,20241123,20251123,renewed,5149.93
262,8,6,20240425,20250425,renewed,2264.15
263,8,3,20230223,20240223,renewed,1691.44
264,8,2,20230617,20240616,renewed,812.19
265,8,2,20231224,20241223,renewed,3115.06
266,8,6,20240319,20250319,grace,703.84
267,8,2,20230313,20240312,renewed,749.01
268,8,4,20240409,20250409,renewed,2276.22
269,8,6,20230921,20240920,renewed,1766.0
270,8,3,20240407,20250407,renewed,2060.67
271,8,2,20240114,20250113,renewed,573.71
272,8,5,20241029,20251029,lapsed,377.12
273,8,1,20231017,20241016,lapsed,1290.35
274,8,5,20230314,20240313,lapsed,991.09
275,8,6,20231009,20241008,renewed,4443.46
276,8,4,20231113,20241112,grace,2675.13
277,8,6,20241124,20251124,lapsed,815.34
278,8,4,20240426,20250426,renewed,911.55
279,8,1,20230119,20240119,renewed,2039.47
280,8,2,20230131,20240131,lapsed,3816.08
281,8,6,20240827,20250827,renewed,4043.26
282,8,3,20231213,20241212,renewed,1213.39
283,8,6,20240215,20250214,renewed,5195.9
284,8,1,20241031,20251031,renewed,2391.68
285,8,6,20230504,20240503,lapsed,3640.08
286,8,5,20240307,20250307,renewed,996.99
287,8,6,20230907,20240906,renewed,5393.14
288,8,4,20230819,20240818,renewed,2598.46
289,8,1,20230406,20240405,lapsed,3699.94
290,8,4,20230823,20240822,renewed,2141.29
291,8,2,20231015,20241014,renewed,3456.58
292,8,2,20230221,20240221,lapsed,4014.85
293,8,1,20240709,20250709,lapsed,3383.08
294,8,2,20240803,20250803,lapsed,2449.04
295,8,5,20240801,20250801,lapsed,227.39
296,8,2,20240517,20250517,renewed,4379.04
297,8,1,20241030,20251030,renewed,2813.56
298,8,6,20230331,20240330,lapsed,2590.14
299,8,5,20230926,20240925,renewed,1005.17
300,8,5,20230123,20240123,renewed,1144.23
301,8,4,20231006,20241005,renewed,2342.44
302,8,5,20241112,20251112,renewed,415.8
303,8,2,20230904,20240903,renewed,2475.38
304,8,2,20240501,20250501,renewed,2016.55
305,8,2,20240131,20250130,renewed,1462.72
306,8,6,20240521,20250521,renewed,2096.41
307,8,3,20230309,20240308,renewed,1442.03
308,8,6,20240204,20250203,renewed,2642.87
309,8,5,20240205,20250204,lapsed,1083.06
310,8,2,20240205,20250204,renewed,4914.16
311,8,6,20240206,20250205,lapsed,5979.25
312,8,3,20241020,20251020,renewed,880.92
313,8,1,20240804,20250804,renewed,1355.42
314,8,5,20230105,20240105,renewed,1170.79
315,8,5,20240703,20250703,renewed,545.0
316,8,4,20230427,20240426,lapsed,1104.22
317,8,2,20230817,20240816,grace,2937.75
318,8,6,20230407,20240406,lapsed,6712.94
319,8,4,20230507,20240506,renewed,2508.94
320,8,6,20230704,20240703,renewed,5967.28
321,8,1,20230629,20240628,renewed,4428.62
322,8,5,20230509,20240508,renewed,611.92
323,8,3,20230323,20240322,lapsed,2961.97
324,8,4,20240612,20250612,renewed,1761.8
325,8,2,20240913,20250913,renewed,1439.85
326,8,2,20240513,20250513,renewed,543.12
327,8,3,20230705,20240704,renewed,885.49
328,8,6,20240229,20250228,renewed,7317.5
329,8,4,20230107,20240107,renewed,2709.3
330,8,3,20240226,20250225,lapsed,2122.83
331,8,3,20240302,20250302,renewed,453.31
332,8,1,20240702,20250702,lapsed,3310.33
333,8,4,20230824,20240823,lapsed,1799.19
334,8,5,20231008,20241007,renewed,990.98
335,8,2,20231212,20241211,renewed,2831.81
336,8,6,20230823,20240822,lapsed,6539.06
337,9,1,20231217,20241216,lapsed,3299.83
338,9,5,20230114,20240114,lapsed,467.51
339,9,3,20241009,20251009,renewed,1787.22
340,9,6,20240629,20250629,renewed,1059.69
341,9,2,20230806,20240805,renewed,1730.82
342,9,6,20230902,20240901,renewed,4082.71
343,9,3,20230323,20240322,renewed,1072.33
344,9,6,20240801,20250801,renewed,6324.09
345,9,4,20230806,20240805,renewed,1621.99
346,9,3,20230828,20240827,renewed,2828.76
347,9,3,20231109,20241108,renewed,752.15
348,9,1,20240315,20250315,grace,4371.92
349,9,2,20241016,20251016,renewed,3912.04
350,9,4,20240721,20250721,renewed,2312.74
351,9,1,20240218,20250217,renewed,1818.38
352,9,5,20231127,20241126,renewed,373.54
353,9,5,20230223,20240223,renewed,1041.54
354,9,4,20240227,20250226,renewed,868.67
355,9,2,20230708,20240707,renewed,2855.58
356,9,6,20241101,20251101,lapsed,7942.06
357,9,1,20230102,20240102,grace,3374.3
358,9,3,20240825,20250825,renewed,2909.26
359,9,3,20230524,20240523,lapsed,2124.49
360,9,2,20240916,20250916,renewed,3312.61
361,9,5,20241125,20251125,renewed,1131.91
362,9,1,20230213,20240213,renewed,3081.43
363,9,3,20230908,20240907,grace,2915.2
364,9,2,20230317,20240316,lapsed,4337.05
365,9,4,20230220,20240220,renewed,2710.57
366,9,4,20230623,20240622,lapsed,2247.77
367,9,6,20230114,20240114,renewed,7587.74
368,9,5,20230416,20240415,lapsed,493.41
369,9,3,20230716,20240715,lapsed,2087.91
370,9,2,20230127,20240127,lapsed,4317.9
371,9,3,20230814,20240813,renewed,1659.56
372,9,1,20240109,20250108,renewed,3901.99
373,9,2,20230703,20240702,lapsed,3776.55
374,9,1,20230204,20240204,renewed,4173.51
375,9,6,20230908,20240907,renewed,2393.91
376,9,1,20240729,20250729,renewed,4083.08
377,9,3,20230219,20240219,renewed,588.72
378,9,4,20240201,20250131,lapsed,985.85
379,9,6,20240506,20250506,lapsed,2541.94
380,9,4,20241123,20251123,lapsed,2243.88
381,9,2,20230429,20240428,renewed,2072.06
382,9,3,20240804,20250804,renewed,681.19
383,9,6,20240329,20250329,lapsed,5292.91
384,9,5,20230422,20240421,renewed,179.5
385,9,1,20230802,20240801,renewed,2118.52
386,9,2,20240830,20250830,renewed,3116.49
387,9,3,20230629,20240628,renewed,1596.77
388,10,1,20240201,20250131,lapsed,738.8
389,10,5,20230211,20240211,renewed,491.01
390,10,6,20240812,20250812,renewed,1277.66
391,10,2,20230302,20240301,renewed,3069.13
392,10,2,20240828,20250828,renewed,3306.06
393,10,5,20230502,20240501,renewed,316.79
394,10,4,20230811,20240810,renewed,1262.8
395,10,2,20230819,20240818,lapsed,3743.53
396,10,4,20240115,20250114,lapsed,2163.81
397,10,3,20230710,20240709,lapsed,1635.01
398,10,2,20240912,20250912,renewed,3439.17
399,10,3,20240523,20250523,renewed,2382.2
400,10,2,20240304,20250304,renewed,3994.55
401,10,4,20241120,20251120,lapsed,1703.08
402,10,1,20230623,20240622,renewed,3086.31
403,10,2,20231204,20241203,renewed,2966.76
404,10,2,20231013,20241012,renewed,4822.9
405,10,2,20230921,20240920,renewed,2072.39
406,10,2,20230131,20240131,renewed,2341.74
407,10,5,20240222,20250221,renewed,1059.16
408,10,2,20230508,20240507,renewed,1352.51
409,10,1,20240831,20250831,renewed,2691.43
410,10,6,20241012,20251012,lapsed,3410.7
411,10,6,20240902,20250902,renewed,577.61
412,10,2,20240420,20250420,renewed,1583.36
413,10,5,20230517,20240516,grace,885.77
414,10,5,20240124,20250123,renewed,1012.32
415,11,2,20240408,20250408,renewed,4017.67
416,11,2,20230817,20240816,renewed,3344.66
417,11,4,20230501,20240430,renewed,2392.34
418,11,1,20241123,20251123,renewed,4417.6
419,11,1,20231016,20241015,renewed,2643.99
420,11,6,20240805,20250805,renewed,1022.96
421,11,1,20230215,20240215,renewed,3810.45
422,11,3,20240426,20250426,grace,1186.27
423,11,5,20240720,20250720,renewed,617.63
424,11,3,20230328,20240327,lapsed,2287.54
425,11,1,20230629,20240628,renewed,1973.48
426,11,1,20231219,20241218,renewed,3221.45
427,11,4,20230510,20240509,lapsed,404.96
428,11,1,20230530,20240529,renewed,3738.87
429,11,6,20240826,20250826,renewed,3988.8
430,11,5,20240610,20250610,renewed,1107.88
431,11,4,20230206,20240206,renewed,1494.66
432,11,4,20230117,20240117,lapsed,812.96
433,11,6,20231213,20241212,lapsed,6173.43
434,11,5,20230818,20240817,grace,205.87
435,11,6,20230620,20240619,lapsed,6453.95
436,11,1,20240709,20250709,renewed,912.69
437,11,5,20240212,20250211,grace,1144.08
438,11,2,20240922,20250922,lapsed,3555.95
439,11,3,20240402,20250402,renewed,1297.22
440,11,2,20230814,20240813,renewed,2293.76
441,11,3,20240729,20250729,renewed,2743.81
442,11,2,20240706,20250706,renewed,803.47
443,11,1,20241123,20251123,renewed,782.0
444,11,5,20230604,20240603,renewed,1133.06
445,11,6,20240826,20250826,grace,5752.53
446,11,6,20230517,20240516,lapsed,582.31
447,11,3,20231123,20241122,renewed,2947.33
448,11,5,20231024,20241023,renewed,930.46
449,11,1,20230503,20240502,renewed,3129.21
450,11,3,20230602,20240601,grace,402.44
451,11,2,20231011,20241010,grace,4694.83
452,11,4,20241121,20251121,renewed,510.18
453,11,5,20230815,20240814,renewed,298.69
454,11,5,20230329,20240328,renewed,313.59
455,11,1,20240814,20250814,renewed,820.01
456,11,4,20240226,20250225,renewed,2826.92
457,11,6,20240918,20250918,lapsed,5040.58
458,11,5,20230127,20240127,renewed,1036.69
459,11,6,20230320,20240319,renewed,883.2
460,11,1,20231103,20241102,renewed,4868.47
461,11,2,20240919,20250919,renewed,4932.34
462,11,4,20240407,20250407,renewed,2918.84
463,11,3,20230913,20240912,lapsed,1219.58
464,11,1,20241016,20251016,renewed,442.62
465,11,2,20231009,20241008,renewed,4035.36
466,12,1,20240807,20250807,renewed,2150.06
467,12,2,20231006,20241005,renewed,1446.43
468,12,3,20231201,20241130,renewed,762.04
469,12,1,20240317,20250317,renewed,4071.12
470,12,6,20240717,20250717,lapsed,2850.02
471,12,2,20231009,20241008,renewed,4608.57
472,12,3,20230312,20240311,renewed,1340.54
473,12,5,20240812,20250812,grace,192.53
474,12,4,20230112,20240112,grace,2010.71
475,12,2,20240705,20250705,lapsed,3934.62
476,12,3,20240606,20250606,lapsed,2163.93
477,12,4,20240428,20250428,renewed,1633.57
478,12,3,20230412,20240411,renewed,1975.21
479,12,5,20230811,20240810,renewed,1036.79
480,12,4,20230317,20240316,lapsed,1049.29
481,12,4,20231222,20241221,renewed,1934.55
482,12,3,20240223,20250222,renewed,1993.85
483,12,1,20240419,20250419,renewed,4230.62
484,12,2,20230703,20240702,renewed,4403.85
485,12,2,20240604,20250604,renewed,1059.23
486,12,4,20240808,20250808,renewed,2401.19
487,12,5,20240903,20250903,renewed,818.75
488,12,3,20241003,20251003,renewed,1279.92
489,12,5,20240621,20250621,renewed,209.7
490,12,2,20240317,20250317,renewed,2424.36
491,12,2,20240310,20250310,renewed,2457.21
492,12,6,20240811,20250811,renewed,3031.54
493,12,2,20230921,20240920,renewed,4459.77
494,12,6,20230430,20240429,renewed,2619.51
495,12,5,20240315,20250315,renewed,365.61
496,12,4,20240222,20250221,renewed,1839.22
497,12,4,20230103,20240103,renewed,853.26
498,12,1,20231114,20241113,renewed,1049.43
499,12,4,20231026,20241025,renewed,935.73
500,12,3,20231204,20241203,renewed,2956.47
501,12,6,20240218,20250217,lapsed,3398.69
502,12,4,20230528,20240527,renewed,303.99
503,12,1,20240529,20250529,renewed,2451.67
504,12,3,20240208,20250207,renewed,523.04
505,12,4,20230804,20240803,renewed,2754.6
506,12,6,20230929,20240928,renewed,3286.18
507,12,5,20230503,20240502,lapsed,304.95
508,12,5,20230404,20240403,grace,144.33
509,12,1,20240803,20250803,renewed,4937.41
510,12,2,20230310,20240309,renewed,4389.52
511,12,6,20240520,20250520,renewed,6284.15
512,12,1,20240407,20250407,renewed,4589.96
513,12,2,20230414,20240413,lapsed,2372.22
514,12,1,20230827,20240826,lapsed,519.55
515,12,6,20230320,20240319,renewed,1732.13
516,12,5,20240726,20250726,lapsed,146.96
517,12,6,20230527,20240526,renewed,6947.93
518,12,3,20230513,20240512,renewed,1152.93
519,12,4,20240710,20250710,renewed,1937.04
520,12,6,20240527,20250527,renewed,5578.15
521,12,3,20240918,20250918,renewed,1289.96
522,12,2,20240302,20250302,renewed,1083.13
523,12,2,20240321,20250321,lapsed,2844.12
524,12,4,20241122,20251122,renewed,738.83
525,12,1,20240428,20250428,renewed,417.59
526,12,2,20240409,20250409,renewed,1719.28
527,12,3,20240323,20250323,renewed,921.9
528,12,4,20231010,20241009,renewed,1438.35
529,12,3,20230531,20240530,grace,541.64
530,12,5,20230630,20240629,renewed,120.06
531,13,4,20230203,20240203,renewed,2330.01
532,13,1,20240917,20250917,renewed,4445.67
533,13,2,20240421,20250421,renewed,1344.78
534,13,1,20240802,20250802,lapsed,2586.31
535,13,6,20241025,20251025,renewed,985.69
536,13,2,20230728,20240727,renewed,4031.62
537,13,5,20230604,20240603,renewed,1184.7
538,13,2,20230424,20240423,renewed,3977.8
539,13,3,20231019,20241018,grace,1689.68
540,13,3,20240315,20250315,renewed,2062.74
541,13,5,20240622,20250622,renewed,795.2
542,13,4,20240606,20250606,grace,1543.63
543,13,3,20230410,20240409,renewed,589.56
544,13,1,20230216,20240216,lapsed,2807.59
545,13,4,20230826,20240825,renewed,2145.39
546,13,2,20230602,20240601,renewed,1682.01
547,13,6,20240812,20250812,lapsed,4512.4
548,13,3,20240101,20241231,renewed,1362.92
549,13,6,20230325,20240324,renewed,2013.94
550,13,6,20240415,20250415,lapsed,5111.69
551,13,4,20240122,20250121,renewed,1475.22
552,13,2,20231002,20241001,renewed,4433.33
553,13,3,20240216,20250215,renewed,2600.01
554,13,5,20240606,20250606,grace,177.89
555,13,2,20240831,20250831,renewed,2038.99
556,13,3,20240430,20250430,lapsed,1384.55
557,13,1,20230907,20240906,renewed,601.79
558,13,2,20230604,20240603,renewed,1297.76
559,13,5,20230306,20240305,grace,530.79
560,13,6,20230711,20240710,lapsed,2020.58
561,13,6,20230821,20240820,renewed,6298.26
562,13,3,20241124,20251124,renewed,1583.7
563,13,6,20240401,20250401,renewed,3387.43
564,13,6,20230801,20240731,renewed,3127.0
565,13,5,20241103,20251103,grace,756.43
566,14,4,20230101,20240101,renewed,2258.36
567,14,6,20230812,20240811,renewed,3167.11
568,14,2,20240416,20250416,renewed,1725.0
569,14,6,20240406,20250406,grace,1935.71
570,14,5,20240121,20250120,renewed,756.8
571,14,5,20240816,20250816,renewed,1098.63
572,14,6,20240107,20250106,lapsed,2947.83
573,14,2,20240104,20250103,lapsed,3530.0
574,14,2,20230212,20240212,renewed,1534.45
575,14,4,20230303,20240302,renewed,1947.53
576,14,2,20230429,20240428,renewed,2974.14
577,14,4,20231130,20241129,lapsed,1946.53
578,14,6,20240722,20250722,renewed,7210.67
579,14,4,20230503,20240502,lapsed,658.55
580,14,1,20240729,20250729,renewed,3998.13
581,14,6,20240629,20250629,lapsed,7118.68
582,14,5,20240111,20250110,renewed,713.96
583,14,2,20230331,20240330,renewed,966.18
584,14,4,20230622,20240621,renewed,969.17
585,14,3,20240212,20250211,renewed,2155.57
586,14,3,20240720,20250720,grace,930.33
587,14,6,20230605,20240604,renewed,7170.51
588,14,5,20230820,20240819,renewed,988.23
589,14,6,20240624,20250624,renewed,1344.3
590,14,5,20231013,20241012,renewed,646.03
591,14,3,20241026,20251026,renewed,2387.43
592,14,2,20230814,20240813,renewed,579.22
593,14,2,20240101,20241231,lapsed,4392.6
594,14,4,20231119,20241118,lapsed,1406.52
595,14,2,20240113,20250112,lapsed,2358.97
596,14,3,20230710,20240709,lapsed,2345.16
597,14,3,20230624,20240623,renewed,1729.4
598,14,2,20240808,20250808,lapsed,3436.82
599,14,1,20231204,20241203,renewed,2741.98
600,14,4,20230105,20240105,grace,2498.59
601,14,1,20240721,20250721,lapsed,443.97
602,14,5,20231227,20241226,lapsed,912.17
603,14,1,20240821,20250821,renewed,3149.49
604,14,4,20240209,20250208,lapsed,2088.08
605,14,2,20231023,20241022,lapsed,997.33
606,14,3,20230106,20240106,renewed,1790.9
