sale_id,date_key,agent_id,product_id,ape_usd,fyp_usd,policies_issued,sale_channel
168,20240725,4,2,4754.24,7080.76,2,tied_agency
1959,20230112,28,1,4202.04,6034.02,2,bancassurance
1287,20231225,21,5,792.5,828.01,2,tied_agency
6089,20230320,74,4,1351.57,1494.78,2,tied_agency
8007,20240301,98,2,2470.78,2282.35,1,bancassurance
1550,20230705,24,6,7594.05,9444.75,2,bancassurance
15083,20230706,186,6,1560.48,2297.76,1,tied_agency
2179,20230907,29,6,6676.36,9198.44,2,tied_agency
1259,20230814,21,5,231.97,217.63,1,tied_agency
3115,20250429,38,2,3477.51,3693.37,2,bancassurance
12696,20251024,157,3,2494.61,2419.92,1,bancassurance
2997,20250210,37,1,2975.41,3640.16,1,tied_agency
7391,20241016,90,4,1015.21,1362.56,2,bancassurance
2254,20241230,29,5,735.63,835.16,2,tied_agency
3251,20231026,40,6,1574.07,1957.51,2,tied_agency
13974,20231106,174,3,533.8,501.17,1,bancassurance
10402,20241115,128,1,3288.46,3012.7,2,tied_agency
15938,20241023,197,4,2509.39,3477.31,2,tied_agency
1925,20230626,27,2,2492.36,2252.03,2,bancassurance
9687,20240326,123,3,574.45,679.46,1,tied_agency
1839,20240822,26,2,2302.53,2172.63,2,tied_agency
4168,20240325,52,2,2802.8,3969.29,1,tied_agency
15472,20250605,190,1,2697.99,2748.23,1,tied_agency
14543,20240326,182,6,1286.12,1672.06,2,tied_agency
4839,20241126,61,1,2153.07,2632.54,1,bancassurance
16072,20230213,200,4,2209.79,2650.45,1,tied_agency
5612,20250331,68,6,6525.83,7752.75,2,tied_agency
10189,20241223,126,1,4732.64,5893.78,2,bancassurance
13429,20250123,166,5,927.29,1274.08,2,tied_agency
185,20250207,9008,2,4374.45,5165.41,1,tied_agency
12661,20250310,157,1,4330.32,4622.03,2,bancassurance
9513,20251022,121,1,937.38,1289.59,1,tied_agency
15249,20231218,187,4,746.88,1086.69,1,bancassurance
11768,20240122,148,5,299.41,347.57,1,bancassurance
4051,20240710,51,3,2092.93,2125.56,1,tied_agency
9540,20231208,122,4,1762.35,1691.26,2,tied_agency
6858,20250818,83,5,452.91,500.44,2,bancassurance
8296,20231030,9002,1,1518.5,1959.16,1,bancassurance
15080,20230628,186,3,2108.43,2152.05,1,tied_agency
10368,20240424,9011,2,1562.29,1495.97,2,tied_agency
2697,20230529,35,2,3489.97,4090.92,1,tied_agency
12155,20230829,152,2,1911.28,1924.46,2,bancassurance
12604,20240226,9008,1,4002.73,5681.38,1,bancassurance
6571,20230728,80,2,1710.67,1998.79,2,bancassurance
6149,20250512,74,5,1145.55,1541.47,2,tied_agency
9490,20240524,121,1,3986.03,4721.0,1,tied_agency
757,20241030,13,2,3345.01,3152.75,1,bancassurance
11654,20251212,144,5,315.27,424.35,2,bancassurance
12333,20230713,154,6,4751.49,6856.96,1,tied_agency
14330,20240306,180,6,5269.37,5833.87,1,tied_agency
1659,20250311,24,6,4862.38,6890.89,2,bancassurance
7322,20241227,89,1,4968.01,5074.32,1,bancassurance
2462,20240325,32,6,5184.17,6005.85,1,tied_agency
9339,20251211,116,1,4020.66,4669.08,2,bancassurance
923,20230223,16,3,782.91,930.82,1,tied_agency
10638,20240322,130,4,1322.59,1432.04,2,tied_agency
6520,20250121,79,4,1654.3,1850.09,2,bancassurance
2530,20250424,32,4,1795.12,1634.42,1,tied_agency
10082,20230103,126,2,810.0,737.08,1,bancassurance
14840,20230414,184,4,2197.28,3251.01,1,bancassurance
7041,20240325,85,4,2830.53,3934.02,2,tied_agency
1330,20240930,21,1,2511.47,2612.54,1,tied_agency
5284,20230831,65,1,1913.58,1894.79,2,tied_agency
7995,20231106,98,2,4719.02,6963.01,1,bancassurance
11912,20240723,149,4,2441.0,2664.84,1,bancassurance
1996,20230904,28,1,4423.65,5002.25,1,bancassurance
11504,20250407,141,6,5144.59,6450.42,2,bancassurance
1227,20230313,21,6,6042.17,8384.69,2,tied_agency
15446,20240826,190,1,3174.44,3706.3,2,tied_agency
11626,20250114,144,3,739.09,745.67,2,bancassurance
8480,20230809,103,5,1131.99,1146.0,1,tied_agency
3269,20240903,40,3,2303.94,3234.24,1,tied_agency
13162,20230417,9008,2,1873.96,1994.62,1,tied_agency
4260,20251103,52,2,2051.09,2416.61,1,tied_agency
3737,20230410,48,2,1480.35,1828.9,2,tied_agency
5194,20230829,64,4,2669.12,3840.38,1,tied_agency
15180,20250303,186,4,2222.78,2960.76,2,tied_agency
7247,20240226,88,3,1189.85,1330.59,1,bancassurance
9457,20240617,120,1,4271.94,4698.91,1,tied_agency
9204,20231009,115,6,5982.26,5861.67,1,tied_agency
3144,20230501,39,4,2652.26,3177.09,2,bancassurance
14779,20250401,183,6,4574.27,5243.44,1,tied_agency
3874,20240812,49,4,1268.26,1826.88,2,tied_agency
15139,20240613,186,4,2479.81,3257.98,1,tied_agency
9702,20240501,9001,5,625.23,867.82,2,tied_agency
4300,20230216,54,5,445.65,408.32,2,bancassurance
11642,20250701,144,5,1116.84,1138.78,2,bancassurance
12141,20230328,152,1,1281.04,1672.3,2,bancassurance
7403,20250331,90,4,2487.92,2283.94,1,bancassurance
2012,20231220,28,5,1138.83,1213.84,2,bancassurance
6285,20230508,76,6,6646.66,7847.35,2,tied_agency
4501,20250407,56,6,6072.94,6014.21,2,tied_agency
15735,20231114,194,4,2744.37,2639.25,1,bancassurance
216,20230825,5,4,1597.41,1955.0,1,bancassurance
12413,20251219,154,5,854.09,1112.55,2,tied_agency
13265,20250915,164,3,810.79,1140.75,2,tied_agency
2489,20240930,32,1,2304.95,3342.1,2,tied_agency
3517,20240924,45,3,777.48,799.84,1,tied_agency
10290,20251028,127,6,6200.14,5584.0,2,bancassurance
6113,20240214,9009,2,3323.47,4358.3,1,tied_agency
9983,20251201,124,4,797.08,782.11,1,bancassurance
2079,20241225,28,1,4844.26,6966.49,2,bancassurance
2770,20250901,35,5,553.55,576.7,2,tied_agency
10494,20231019,129,5,846.28,923.73,2,tied_agency
15051,20250225,9005,1,3060.37,2956.96,2,tied_agency
8315,20240226,101,3,2718.96,2875.55,2,bancassurance
2797,20230726,36,1,4045.91,4294.44,1,bancassurance
14377,20230531,181,1,3032.57,4002.11,1,tied_agency
11142,20240215,137,1,3189.04,4767.86,1,bancassurance
3368,20230904,43,5,512.35,735.49,2,tied_agency
3292,20250609,40,3,2260.76,2663.34,1,tied_agency
494,20251104,9,3,1963.93,2314.01,2,bancassurance
6707,20231030,82,2,2347.26,2450.76,2,bancassurance
11534,20251124,142,1,3587.16,5033.8,1,bancassurance
614,20230308,12,6,6426.38,7194.28,2,bancassurance
14359,20230118,9008,3,1184.76,1089.27,2,tied_agency
9056,20230517,113,3,1502.34,1902.73,2,tied_agency
8001,20240202,98,5,595.66,869.47,1,bancassurance
11765,20231219,9001,4,2884.08,3762.32,1,bancassurance
12349,20240101,154,1,1507.69,1517.01,1,tied_agency
11728,20250610,147,2,2579.95,3189.36,1,tied_agency
5021,20230501,63,6,4725.41,5151.89,1,bancassurance
6482,20231225,79,5,493.34,506.92,1,bancassurance
4939,20240118,62,4,1317.87,1744.01,2,tied_agency
7922,20240610,97,1,976.79,1389.98,2,bancassurance
914,20251020,15,6,2213.87,2177.21,2,tied_agency
9364,20231017,118,5,342.11,326.58,2,bancassurance
8320,20240325,101,4,2172.7,2813.12,1,bancassurance
8482,20230814,103,2,1008.88,1429.92,2,tied_agency
13172,20240617,163,1,2037.02,2200.12,2,tied_agency
8175,20231226,100,5,272.16,286.56,2,bancassurance
10422,20250304,128,5,1179.87,1678.71,2,tied_agency
4861,20250310,61,3,1442.11,1679.56,1,bancassurance
3484,20230717,45,2,4777.42,6771.12,1,tied_agency
10677,20241224,130,1,853.02,1186.41,2,tied_agency
11001,20240821,134,3,1652.58,2287.57,2,bancassurance
7655,20230904,95,5,221.44,291.46,2,bancassurance
4103,20230331,52,1,3440.48,3255.47,2,tied_agency
5768,20240126,70,3,1234.31,1810.59,2,tied_agency
7869,20251111,96,6,1793.17,1861.43,2,tied_agency
6489,20240228,79,3,2634.17,3804.46,2,bancassurance
67,20250313,2,3,2919.24,3850.73,1,tied_agency
5645,20230327,69,3,1298.66,1333.99,1,tied_agency
431,20230929,9,4,2331.46,3453.97,2,bancassurance
14151,20231113,177,2,3426.22,4037.03,1,tied_agency
657,20240813,12,3,700.1,645.95,2,bancassurance
9656,20230906,123,3,1533.88,2141.56,1,tied_agency
7056,20240711,85,4,1384.1,1662.39,2,tied_agency
14735,20240719,183,6,4188.0,4501.24,1,tied_agency
2977,20240916,37,4,2542.66,2618.47,2,tied_agency
14655,20230213,183,2,994.47,1263.02,2,tied_agency
11478,20251120,140,4,1304.68,1376.72,2,bancassurance
694,20250919,12,4,1250.09,1546.72,1,bancassurance
4014,20230417,51,5,627.96,896.28,2,tied_agency
963,20230102,17,2,3542.03,3189.67,2,tied_agency
5397,20240415,66,3,2716.8,3441.71,2,bancassurance
7240,20231208,88,2,2200.66,3275.41,1,bancassurance
15126,20240328,186,3,1771.23,1854.18,1,tied_agency
7695,20230320,96,1,1208.3,1596.16,2,tied_agency
12299,20250523,153,3,516.87,564.62,1,bancassurance
13875,20230710,173,5,884.92,1078.3,1,tied_agency
8203,20241029,100,5,455.07,520.19,1,bancassurance
9203,20231013,115,6,3784.07,4620.14,2,tied_agency
12211,20250630,152,6,2901.72,3512.7,2,bancassurance
10321,20230706,128,1,4626.41,5215.52,1,tied_agency
11456,20250214,140,5,1133.14,1590.34,2,bancassurance
11284,20250922,138,6,1820.56,1931.18,1,tied_agency
468,20250110,9,1,2964.13,2950.45,2,bancassurance
6655,20231102,81,4,1528.08,1740.31,1,tied_agency
9061,20230731,113,3,2207.38,2925.96,1,tied_agency
10387,20240820,128,3,2975.14,3497.08,1,tied_agency
12296,20250324,153,4,1329.9,1584.53,1,bancassurance
2266,20250220,29,5,661.18,692.27,2,tied_agency
10755,20240926,131,5,618.59,737.55,1,tied_agency
2840,20250108,9004,3,766.24,757.65,1,bancassurance
10428,20250421,128,6,3327.72,4546.88,2,tied_agency
2423,20230808,32,5,294.91,436.48,2,tied_agency
9592,20250616,122,2,1959.96,2866.07,1,tied_agency
1441,20230220,23,2,3335.58,4881.6,1,bancassurance
1025,20240118,18,2,3522.33,4659.78,1,tied_agency
14090,20250127,176,5,487.24,695.45,2,bancassurance
14888,20240117,184,4,1089.86,1052.75,2,bancassurance
15462,20250206,190,3,2927.81,3449.77,2,tied_agency
4317,20240301,54,1,2721.67,3942.75,2,bancassurance
10813,20240517,132,3,1969.05,2529.6,2,tied_agency
4431,20231229,56,2,875.98,907.11,2,tied_agency
13489,20240213,167,6,2499.16,2319.25,1,bancassurance
11561,20250120,143,1,1162.86,1433.67,1,bancassurance
2436,20231116,32,4,1005.37,1421.18,2,tied_agency
4026,20230801,51,6,7571.6,7488.54,2,tied_agency
8878,20241230,108,2,2239.08,2535.57,2,bancassurance
11019,20250526,134,2,2945.62,3965.96,1,bancassurance
908,20250730,15,5,994.35,1300.35,2,tied_agency
5015,20230413,63,6,5814.51,6794.42,1,bancassurance
7599,20251029,92,5,1005.79,1410.13,1,tied_agency
8204,20241028,100,6,6241.43,7715.72,2,bancassurance
6405,20240812,78,1,4936.6,5188.66,1,tied_agency
4603,20241125,58,6,6488.97,6222.76,1,tied_agency
6064,20250408,73,1,4754.38,6492.44,1,tied_agency
4922,20230817,62,5,1077.78,1110.16,1,tied_agency
1160,20250616,19,6,7640.98,8327.86,2,tied_agency
7964,20250904,97,1,1672.85,1762.35,2,bancassurance
5080,20240605,63,6,1218.75,1656.19,2,bancassurance
13838,20231106,171,2,4796.88,5405.19,1,bancassurance
6178,20230227,75,6,5416.87,4944.98,1,tied_agency
787,20250918,13,6,1912.63,1876.14,1,bancassurance
3638,20251021,46,2,4004.87,4875.74,1,bancassurance
13547,20230329,168,1,814.09,875.61,1,tied_agency
11777,20240502,148,1,4570.04,5870.79,1,bancassurance
2939,20240109,37,1,2503.29,2540.09,1,tied_agency
14882,20231211,184,2,2932.71,4183.45,2,bancassurance
10521,20241014,129,3,1304.62,1827.57,2,tied_agency
14668,20230411,183,6,2331.63,3060.27,2,tied_agency
4200,20241021,52,5,1159.83,1631.49,1,tied_agency
10329,20230818,128,4,2156.67,2502.5,1,tied_agency
1485,20240911,23,1,1761.84,2360.38,1,bancassurance
12323,20230220,154,1,3309.12,3402.71,1,tied_agency
6348,20250723,76,6,6109.05,8663.17,1,tied_agency
13408,20240311,166,1,3577.73,4029.8,1,tied_agency
10482,20230426,129,3,1974.26,1838.93,2,tied_agency
14027,20251208,174,3,1515.34,1428.84,1,bancassurance
1859,20241126,26,1,1907.65,2504.27,2,tied_agency
4264,20251215,52,4,2939.04,4179.86,2,tied_agency
14859,20230717,184,2,1665.21,2114.44,2,bancassurance
8602,20231024,104,1,3139.9,2882.05,2,bancassurance
3381,20240318,43,3,1286.87,1826.21,2,tied_agency
10068,20250814,125,1,4124.22,6038.2,1,bancassurance
4931,20231113,62,4,2475.77,3204.23,1,tied_agency
14903,20240313,184,4,1127.0,1138.62,1,bancassurance
5281,20230712,65,5,912.86,897.34,1,tied_agency
6427,20250408,78,2,2716.65,4038.51,1,tied_agency
4964,20241111,9005,2,1478.2,2061.31,1,tied_agency
15647,20231107,193,4,1111.8,1099.69,1,bancassurance
3439,20230810,44,2,2365.22,3259.55,1,bancassurance
11088,20240404,136,2,3076.28,2872.88,1,tied_agency
9137,20251211,113,3,2319.17,2570.17,2,tied_agency
4221,20250317,52,4,690.03,715.87,2,tied_agency
7950,20250311,97,3,1619.49,2328.81,1,bancassurance
5266,20230303,65,5,778.11,980.92,1,tied_agency
12341,20231023,154,5,303.1,441.38,2,tied_agency
2809,20231220,36,2,4180.32,4281.22,2,bancassurance
2193,20231113,29,5,951.85,930.85,1,tied_agency
12383,20241118,154,3,2244.72,2373.42,2,tied_agency
5693,20241113,69,6,5253.34,5879.88,1,tied_agency
10952,20230227,134,2,4761.08,6821.68,2,bancassurance
3390,20240506,43,6,5596.51,6079.88,2,tied_agency
4938,20240103,62,2,1873.45,2409.58,2,tied_agency
1584,20240123,24,1,2979.38,3726.71,1,bancassurance
12812,20230619,160,2,3950.3,4953.53,1,tied_agency
10201,20250320,126,5,1041.01,1002.98,2,bancassurance
5784,20240712,70,4,2843.06,3292.98,2,tied_agency
10188,20241216,9006,1,2717.23,4057.11,2,bancassurance
13931,20250714,173,1,1657.1,2246.54,1,tied_agency
15005,20250908,184,2,1380.17,1799.7,2,bancassurance
8127,20250127,99,6,5028.65,5150.95,1,bancassurance
10128,20231128,126,3,1071.71,1348.25,2,bancassurance
3538,20250611,45,1,2871.57,4282.15,2,tied_agency
12376,20240918,154,1,1677.94,1982.97,1,tied_agency
6861,20250915,83,4,2904.6,3622.74,2,bancassurance
3990,20250701,50,3,1662.12,2099.17,1,bancassurance
2131,20251110,28,1,2271.9,2806.92,2,bancassurance
1998,20230912,28,6,3136.04,3841.43,1,bancassurance
12493,20241030,156,3,1988.42,1891.71,1,bancassurance
2835,20241230,9005,3,1942.61,2386.99,2,bancassurance
12368,20240603,154,5,321.23,308.11,1,tied_agency
1549,20230719,24,1,1267.81,1399.84,1,bancassurance
14149,20231129,177,4,1673.96,2117.82,1,tied_agency
4832,20241004,61,1,2708.35,2642.3,2,bancassurance
6668,20250424,81,2,2462.97,2608.38,2,tied_agency
6584,20231113,80,1,2223.74,3282.75,1,bancassurance
9285,20231016,116,4,1538.14,2095.65,2,bancassurance
6421,20250115,78,2,3413.33,4796.41,1,tied_agency
1459,20230818,23,5,300.52,323.51,2,bancassurance
4885,20250926,61,2,4460.32,5001.27,1,bancassurance
3761,20240102,48,2,1218.86,1158.8,1,tied_agency
1674,20250630,24,2,3286.87,2975.66,2,bancassurance
460,20240919,9,4,1160.34,1500.17,2,bancassurance
13044,20250721,161,6,2778.02,2662.69,2,bancassurance
3500,20231211,45,5,747.95,1117.31,2,tied_agency
6614,20241121,80,3,2520.22,2878.15,1,bancassurance
7465,20240429,91,5,648.48,826.76,1,bancassurance
8084,20231102,9005,2,2614.48,3298.92,1,bancassurance
15398,20251016,189,5,910.37,858.36,1,bancassurance
13073,20230127,162,4,1650.58,1696.9,1,bancassurance
6330,20240826,76,2,4636.06,5912.29,2,tied_agency
13651,20230516,169,4,2160.07,2415.28,1,tied_agency
9845,20230914,124,3,758.69,859.05,1,bancassurance
6936,20250219,84,6,5762.78,7581.09,2,bancassurance
8785,20240405,106,1,4180.13,5642.2,2,tied_agency
12169,20240206,152,3,1695.44,2026.89,2,bancassurance
15400,20251105,189,1,1974.49,1909.89,2,bancassurance
11181,20250423,137,2,999.36,1469.78,1,bancassurance
1243,20230602,21,3,1923.58,2693.6,2,tied_agency
15740,20240201,194,6,6258.4,7652.11,1,bancassurance
5980,20250512,72,6,7643.37,9040.41,1,bancassurance
136,20230815,9011,4,682.43,638.72,2,tied_agency
4398,20230522,56,3,2616.57,2804.88,1,tied_agency
10559,20251209,129,6,1554.35,1624.73,2,tied_agency
646,20240219,12,6,6205.52,5611.46,1,bancassurance
3784,20240819,48,5,925.13,920.13,2,tied_agency
9449,20231002,120,4,1512.05,2245.52,2,tied_agency
7058,20240711,85,3,883.7,1003.54,1,tied_agency
15896,20240913,196,1,914.5,941.01,2,tied_agency
999,20230206,18,2,4099.07,4882.14,1,tied_agency
13601,20240822,168,3,1374.25,1747.86,2,tied_agency
5111,20241111,63,4,1918.0,1813.1,2,bancassurance
3373,20231226,43,5,737.82,1005.48,2,tied_agency
5600,20241119,68,2,1752.75,1734.59,2,tied_agency
4053,20240819,51,2,3402.97,5089.12,1,tied_agency
8177,20240110,100,1,4535.73,4183.97,2,bancassurance
10528,20241206,129,4,707.16,829.5,1,tied_agency
13145,20250630,162,6,3997.89,4792.36,2,bancassurance
14619,20250703,182,1,1776.23,2610.65,1,tied_agency
1935,20240627,27,2,3472.03,3509.82,1,bancassurance
15748,20240624,9008,6,7256.76,7996.72,1,bancassurance
8596,20230926,104,5,1177.4,1173.07,1,bancassurance
16137,20250206,200,3,1343.73,1464.34,2,tied_agency
13868,20230426,173,2,1013.3,1262.05,2,tied_agency
15849,20250220,195,4,2198.43,2763.24,2,bancassurance
13657,20230717,169,5,1038.82,1025.02,2,tied_agency
4269,20230320,53,1,852.21,1246.03,2,tied_agency
1318,20240701,21,2,1830.2,2422.03,2,tied_agency
9266,20251103,115,2,4138.5,3831.45,2,tied_agency
9450,20231013,120,1,4944.99,5802.98,2,tied_agency
3087,20240212,38,5,495.55,605.15,2,bancassurance
2024,20240201,28,4,2856.2,3074.52,1,bancassurance
12555,20230620,157,4,1401.49,1415.2,2,bancassurance
2451,20240112,32,6,2830.45,3900.58,2,tied_agency
1809,20240205,26,1,3782.1,3690.57,2,tied_agency
7635,20250317,94,3,1613.39,2361.66,2,bancassurance
4156,20240105,52,4,2229.07,2485.15,1,tied_agency
3973,20241212,50,1,3367.1,4493.38,2,bancassurance
3519,20241028,45,1,2639.86,2445.29,2,tied_agency
5118,20241224,63,5,812.92,1164.29,2,bancassurance
768,20250124,13,4,2410.46,2792.16,2,bancassurance
9857,20231115,124,3,2852.66,2656.84,2,bancassurance
13839,20231113,171,2,4728.88,7024.69,2,bancassurance
1520,20251215,23,4,954.96,1402.92,1,bancassurance
16143,20250414,200,5,1007.76,1113.6,1,tied_agency
7225,20230719,88,6,1202.91,1431.9,1,bancassurance
14031,20230123,176,4,2677.99,3763.9,1,bancassurance
4958,20240927,62,3,2347.15,2793.24,2,tied_agency
2699,20230531,35,4,860.89,812.1,2,tied_agency
13125,20240917,162,2,1790.57,1832.17,2,bancassurance
3596,20240821,46,1,3652.55,5150.43,1,bancassurance
16135,20250109,200,3,828.34,1164.33,2,tied_agency
15225,20230116,187,4,1258.46,1825.51,1,bancassurance
11162,20240930,137,4,507.81,613.0,1,bancassurance
2849,20250505,36,1,1145.7,1538.05,2,bancassurance
16147,20250617,200,5,454.02,502.33,2,tied_agency
15063,20230103,186,4,2507.94,3548.69,1,tied_agency
4785,20240105,61,4,2095.38,1994.49,2,bancassurance
7187,20230102,87,1,1276.98,1897.36,2,bancassurance
11494,20240808,141,1,4398.53,6211.87,2,bancassurance
1868,20250225,9002,1,2229.89,3095.97,2,tied_agency
7793,20240919,96,4,2825.59,3979.96,2,tied_agency
8136,20250513,99,1,3618.8,4505.11,1,bancassurance
15712,20230210,194,4,856.41,890.98,1,bancassurance
9675,20240122,123,4,1536.62,1757.11,1,tied_agency
15043,20240515,185,4,2238.38,2664.3,2,tied_agency
6470,20230807,79,1,989.23,997.87,2,bancassurance
14761,20250106,9011,4,684.51,974.57,2,tied_agency
802,20230821,14,1,880.13,1250.18,2,tied_agency
5862,20240516,71,1,2182.63,2823.3,2,tied_agency
4619,20250728,58,2,4906.66,6751.4,1,tied_agency
5293,20231219,9011,1,1892.96,1736.49,1,tied_agency
8200,20240903,100,6,6019.28,8953.56,2,bancassurance
12492,20241021,156,3,688.87,741.02,1,bancassurance
10193,20250121,126,3,1741.13,2471.34,2,bancassurance
2837,20241227,36,5,978.3,1024.45,1,bancassurance
2806,20231117,36,5,741.47,847.01,2,bancassurance
11454,20250123,140,4,1339.37,1629.4,2,bancassurance
6570,20230710,80,3,1936.06,1951.46,1,bancassurance
1811,20240319,26,1,2637.17,3368.55,1,tied_agency
3541,20250804,45,2,2092.4,2957.83,1,tied_agency
1410,20230616,22,6,4383.08,6458.25,2,bancassurance
2142,20230227,29,6,4301.82,4652.57,1,tied_agency
5028,20230620,63,6,5224.28,5522.76,1,bancassurance
12768,20250226,158,1,4498.98,5606.12,2,tied_agency
9803,20230130,124,6,6396.7,6734.49,2,bancassurance
12793,20251124,158,2,2580.71,3818.66,1,tied_agency
12519,20250811,156,2,1128.73,1169.58,2,bancassurance
13493,20240415,167,5,842.73,978.61,1,bancassurance
2647,20240515,34,5,1022.85,1420.35,1,tied_agency
11261,20250131,138,3,1769.54,2214.44,2,tied_agency
11948,20250328,149,2,3817.3,3448.37,1,bancassurance
12049,20230411,151,3,673.91,680.25,2,bancassurance
2090,20250303,28,5,739.77,1087.59,2,bancassurance
625,20230620,12,3,1717.15,2042.15,1,bancassurance
11619,20241018,144,5,408.99,491.64,2,bancassurance
7444,20230620,91,3,1477.73,1729.47,1,bancassurance
14805,20250912,183,1,4834.31,6137.46,2,tied_agency
6964,20230112,85,2,927.35,1285.25,1,tied_agency
6008,20230501,73,5,450.29,588.28,2,tied_agency
14134,20230509,177,4,835.41,852.96,2,tied_agency
8324,20240401,101,6,4772.81,5553.08,1,bancassurance
5934,20230710,72,3,1548.12,2038.85,1,bancassurance
10431,20250530,128,2,3583.37,3817.43,1,tied_agency
369,20240429,8,3,893.27,1218.42,1,bancassurance
789,20251013,13,2,1100.9,1503.9,1,bancassurance
4329,20250120,54,1,2243.71,2887.92,1,bancassurance
15137,20240626,186,4,2937.61,2652.27,2,tied_agency
13159,20251225,162,3,2583.94,3801.23,2,bancassurance
8995,20250804,111,6,1733.13,1658.64,2,bancassurance
13582,20240206,168,2,3423.69,4292.83,2,tied_agency
6718,20240119,82,2,2402.4,2869.77,1,bancassurance
3416,20250305,43,3,2297.97,2761.76,2,tied_agency
7588,20250612,92,3,1039.86,1090.02,1,tied_agency
8332,20240506,101,4,2781.47,3427.21,2,bancassurance
7509,20250922,91,1,1678.29,2070.85,2,bancassurance
5821,20251027,70,3,1904.82,2261.67,2,tied_agency
7088,20250127,85,1,2849.01,3195.0,1,tied_agency
14208,20250922,177,4,2257.53,3097.96,1,tied_agency
2988,20241216,9007,2,1107.49,1272.54,1,tied_agency
15695,20250613,193,3,1280.09,1759.14,1,bancassurance
7308,20230606,89,4,1972.47,2526.19,2,bancassurance
143,20231030,4,4,2989.92,3528.37,2,tied_agency
9384,20240523,118,6,3062.06,3374.54,1,bancassurance
1792,20231120,26,2,2727.06,3064.87,1,tied_agency
8691,20250305,104,2,2467.22,3163.81,1,bancassurance
14732,20240709,183,1,1703.7,1548.18,1,tied_agency
5235,20250318,64,4,2859.44,4194.31,2,tied_agency
1956,20230109,28,4,1593.79,1707.99,1,bancassurance
4225,20250325,52,5,625.72,731.56,1,tied_agency
12403,20250807,154,6,3978.22,4005.03,2,tied_agency
13855,20250922,171,5,1125.14,1401.82,2,bancassurance
10799,20231229,132,5,614.78,566.95,2,tied_agency
2228,20240624,29,3,1431.99,1414.88,1,tied_agency
424,20230510,9,6,5122.65,5149.34,2,bancassurance
11056,20240708,135,5,701.54,1009.22,1,tied_agency
9751,20250311,123,5,1125.61,1440.43,2,tied_agency
3578,20240119,46,4,1649.0,1877.77,1,bancassurance
9420,20250414,118,2,3033.15,4152.69,2,bancassurance
6833,20241001,83,2,4960.24,4777.17,2,bancassurance
5340,20250806,65,1,4088.96,5500.43,1,tied_agency
4896,20251125,61,6,1152.49,1342.09,1,bancassurance
13665,20231019,169,5,691.5,922.79,1,tied_agency
1080,20250804,18,4,1350.78,1953.87,1,tied_agency
7789,20240905,96,4,2581.31,2745.92,1,tied_agency
8168,20230711,100,3,1236.06,1249.99,2,bancassurance
4622,20250828,58,4,2044.78,2500.02,1,tied_agency
13406,20240207,166,4,2592.22,3546.75,1,tied_agency
9667,20231115,123,2,3094.38,2916.19,2,tied_agency
15929,20240318,197,6,4933.79,4710.97,2,tied_agency
16074,20230228,9009,2,3333.82,4803.78,1,tied_agency
15494,20230308,191,6,5008.82,4976.69,1,tied_agency
15583,20251229,191,1,2171.88,2595.94,1,tied_agency
